当前日期: 2020/07/06 周一 						
输入新日期: (年月日) 						
当前时间: 16:08:27.90						
输入新时间: 						
						
数据类型: i (正态分布)						
	冒泡排序	选择排序	快速排序			
32768	2.105	0.512	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	8.881	2.118	0.006	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
						
数据类型: d (均匀分布)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0.001	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.004	0.002	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.021	0.008	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.105	0.034	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.488	0.133	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	2.136	0.541	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	8.937	2.14	0.005	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
						
数据类型: d (完全顺序)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.004	0.002	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.017	0.008	0.009	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.063	0.035	0.037	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.261	0.14	0.147	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	1.046	0.549	0.586	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	4.145	2.16				
	冒泡排序: 正确	选择排序: 正确	快速排序：由于递归层次太深，可能导致栈溢出，故跳过。			
						
数据类型: d (完全逆序)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0.001	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.005	0.002	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.014	0.01	0.007	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.057	0.036	0.032	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.23	0.146	0.128	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	0.876	0.554	0.507	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	3.551	2.176				
	冒泡排序: 正确	选择排序: 正确	快速排序：由于递归层次太深，可能导致栈溢出，故跳过。			
						
"原始数据分布: 正态分布, 数据类型 = 5Score"						
1024	0.002	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000603 393 75 83 85 76 74					
	00000357 392 87 75 70 81 79					
	00000319 392 79 80 72 83 78					
	00000823 391 70 85 82 83 71					
	00000371 391 82 72 79 79 79					
	00000423 390 88 76 73 80 73					
	00000690 389 84 72 79 86 68					
	00000225 389 80 83 74 71 81					
	00000858 388 77 82 83 66 80					
	00000670 388 76 76 79 86 71					
1024	0.001	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000603 393 75 83 85 76 74					
	00000319 392 79 80 72 83 78					
	00000357 392 87 75 70 81 79					
	00000371 391 82 72 79 79 79					
	00000823 391 70 85 82 83 71					
	00000423 390 88 76 73 80 73					
	00000690 389 84 72 79 86 68					
	00000225 389 80 83 74 71 81					
	00000289 388 77 77 77 83 74					
	00000634 388 67 80 80 73 88					
1024	0	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000603 393 75 83 85 76 74					
	00000319 392 79 80 72 83 78					
	00000357 392 87 75 70 81 79					
	00000371 391 82 72 79 79 79					
	00000823 391 70 85 82 83 71					
	00000423 390 88 76 73 80 73					
	00000690 389 84 72 79 86 68					
	00000225 389 80 83 74 71 81					
	00000640 388 80 79 79 73 77					
	00000858 388 77 82 83 66 80					
2048	0.007	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000316 407 84 83 82 70 88					
	00000217 407 84 83 84 79 77					
	00001680 401 81 71 84 85 80					
	00001528 397 77 78 78 76 88					
	00001784 396 82 79 86 76 73					
	00001014 396 77 84 81 86 68					
	00000192 396 81 81 80 79 75					
	00000160 396 83 81 69 86 77					
	00001968 395 80 79 66 79 91					
	00001342 395 75 85 76 77 82					
2048	0.001	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000316 407 84 83 82 70 88					
	00000217 407 84 83 84 79 77					
	00001680 401 81 71 84 85 80					
	00001528 397 77 78 78 76 88					
	00000192 396 81 81 80 79 75					
	00000160 396 83 81 69 86 77					
	00001014 396 77 84 81 86 68					
	00001784 396 82 79 86 76 73					
	00000629 395 87 77 77 73 81					
	00001342 395 75 85 76 77 82					
2048	0	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000217 407 84 83 84 79 77					
	00000316 407 84 83 82 70 88					
	00001680 401 81 71 84 85 80					
	00001528 397 77 78 78 76 88					
	00001784 396 82 79 86 76 73					
	00000192 396 81 81 80 79 75					
	00001014 396 77 84 81 86 68					
	00000160 396 83 81 69 86 77					
	00000629 395 87 77 77 73 81					
	00001968 395 80 79 66 79 91					
4096	0.034	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00003311 407 76 88 82 74 87					
	00003533 404 79 78 74 86 87					
	00001060 403 78 82 83 79 81					
	00002722 398 83 82 86 74 73					
	00003256 397 77 78 86 80 76					
	00001301 397 78 85 77 79 78					
	00000662 397 76 69 86 78 88					
	00000017 397 77 82 83 81 74					
	00002118 396 77 85 77 68 89					
	00001219 396 77 73 74 85 87					
4096	0.008	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00003311 407 76 88 82 74 87					
	00003533 404 79 78 74 86 87					
	00001060 403 78 82 83 79 81					
	00002722 398 83 82 86 74 73					
	00001301 397 78 85 77 79 78					
	00003256 397 77 78 86 80 76					
	00000662 397 76 69 86 78 88					
	00000017 397 77 82 83 81 74					
	00001219 396 77 73 74 85 87					
	00001066 396 83 74 83 70 86					
4096	0	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00003311 407 76 88 82 74 87					
	00003533 404 79 78 74 86 87					
	00001060 403 78 82 83 79 81					
	00002722 398 83 82 86 74 73					
	00003256 397 77 78 86 80 76					
	00000662 397 76 69 86 78 88					
	00000017 397 77 82 83 81 74					
	00001301 397 78 85 77 79 78					
	00001219 396 77 73 74 85 87					
	00002118 396 77 85 77 68 89					
8192	0.153	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00005612 415 87 77 76 87 88					
	00004654 408 79 90 77 82 80					
	00003829 404 83 81 78 73 89					
	00007187 403 86 93 68 78 78					
	00006016 403 77 87 78 77 84					
	00005388 403 87 72 83 81 80					
	00000781 403 67 83 87 80 86					
	00000540 403 79 79 86 80 79					
	00007286 402 78 79 81 85 79					
	00007109 401 80 80 75 82 84					
8192	0.029	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00005612 415 87 77 76 87 88					
	00004654 408 79 90 77 82 80					
	00003829 404 83 81 78 73 89					
	00005388 403 87 72 83 81 80					
	00000540 403 79 79 86 80 79					
	00006016 403 77 87 78 77 84					
	00007187 403 86 93 68 78 78					
	00000781 403 67 83 87 80 86					
	00007286 402 78 79 81 85 79					
	00001894 401 77 84 75 82 83					
8192	0.002	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00005612 415 87 77 76 87 88					
	00004654 408 79 90 77 82 80					
	00003829 404 83 81 78 73 89					
	00007187 403 86 93 68 78 78					
	00006016 403 77 87 78 77 84					
	00000540 403 79 79 86 80 79					
	00005388 403 87 72 83 81 80					
	00000781 403 67 83 87 80 86					
	00007286 402 78 79 81 85 79					
	00007109 401 80 80 75 82 84					
16384	0.668	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00012378 416 79 88 82 88 79					
	00000673 410 85 79 74 89 83					
	00004086 407 81 81 89 75 81					
	00007913 406 76 81 84 82 83					
	00007745 406 82 89 75 80 80					
	00005464 406 91 73 74 83 85					
	00003939 405 82 75 77 91 80					
	00003380 405 86 88 86 71 74					
	00005885 404 86 71 76 80 91					
	00004496 404 76 79 75 88 86					
16384	0.11	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00012378 416 79 88 82 88 79					
	00000673 410 85 79 74 89 83					
	00004086 407 81 81 89 75 81					
	00005464 406 91 73 74 83 85					
	00007913 406 76 81 84 82 83					
	00007745 406 82 89 75 80 80					
	00003939 405 82 75 77 91 80					
	00003380 405 86 88 86 71 74					
	00002963 404 88 83 72 81 80					
	00004496 404 76 79 75 88 86					
16384	0.006	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00012378 416 79 88 82 88 79					
	00000673 410 85 79 74 89 83					
	00004086 407 81 81 89 75 81					
	00005464 406 91 73 74 83 85					
	00007913 406 76 81 84 82 83					
	00007745 406 82 89 75 80 80					
	00003939 405 82 75 77 91 80					
	00003380 405 86 88 86 71 74					
	00004496 404 76 79 75 88 86					
	00002963 404 88 83 72 81 80					
32768	2.814	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00030464 412 84 85 73 85 85					
	00006340 412 89 81 77 78 87					
	00010057 410 70 77 90 91 82					
	00001010 410 82 93 80 75 80					
	00027469 409 72 85 77 87 88					
	00026189 409 80 87 85 74 83					
	00022722 409 77 79 87 91 75					
	00016209 409 82 84 72 93 78					
	00009293 409 85 73 78 81 92					
	00004237 408 83 78 84 76 87					
32768	0.476	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00006340 412 89 81 77 78 87					
	00030464 412 84 85 73 85 85					
	00010057 410 70 77 90 91 82					
	00001010 410 82 93 80 75 80					
	00027469 409 72 85 77 87 88					
	00022722 409 77 79 87 91 75					
	00026189 409 80 87 85 74 83					
	00009293 409 85 73 78 81 92					
	00016209 409 82 84 72 93 78					
	00004237 408 83 78 84 76 87					
32768	0.019	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00006340 412 89 81 77 78 87					
	00030464 412 84 85 73 85 85					
	00001010 410 82 93 80 75 80					
	00010057 410 70 77 90 91 82					
	00027469 409 72 85 77 87 88					
	00016209 409 82 84 72 93 78					
	00009293 409 85 73 78 81 92					
	00026189 409 80 87 85 74 83					
	00022722 409 77 79 87 91 75					
	00004237 408 83 78 84 76 87					
65536	11.589	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00017348 413 87 82 75 88 81					
	00024034 410 88 80 76 86 80					
	00020201 410 78 85 83 82 82					
	00011889 410 91 71 85 78 85					
	00064502 409 79 94 83 71 82					
	00063627 409 75 88 80 81 85					
	00036531 409 80 89 81 83 76					
	00035614 409 72 85 86 83 83					
	00039765 408 85 75 88 79 81					
	00038506 408 81 90 77 85 75					
65536	1.979	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00017348 413 87 82 75 88 81					
	00020201 410 78 85 83 82 82					
	00011889 410 91 71 85 78 85					
	00024034 410 88 80 76 86 80					
	00036531 409 80 89 81 83 76					
	00064502 409 79 94 83 71 82					
	00063627 409 75 88 80 81 85					
	00035614 409 72 85 86 83 83					
	00039765 408 85 75 88 79 81					
	00038506 408 81 90 77 85 75					
65536	0.08	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00017348 413 87 82 75 88 81					
	00020201 410 78 85 83 82 82					
	00024034 410 88 80 76 86 80					
	00011889 410 91 71 85 78 85					
	00064502 409 79 94 83 71 82					
	00063627 409 75 88 80 81 85					
	00035614 409 72 85 86 83 83					
	00036531 409 80 89 81 83 76					
	00038506 408 81 90 77 85 75					
	00039765 408 85 75 88 79 81					
当前时间: 16:10:04.53						
输入新时间: 						
						
数据类型: i (正态分布)						
	冒泡排序	选择排序	快速排序			
1024	0	0	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.003	0.003	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.015	0.009	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.074	0.036	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.32	0.131	0.003	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	1.365	0.548	0.009	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	5.739	2.125	0.029	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
						
数据类型: i (均匀分布)						
	冒泡排序	选择排序	快速排序			
1024	0	0.001	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.003	0.002	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.013	0.008	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.065	0.033	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.32	0.138	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	1.392	0.538	0.006	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	5.799	2.108	0.02	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
						
数据类型: i (完全顺序)						
	冒泡排序	选择排序	快速排序			
1024	0.002	0	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.003	0.001	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.009	0.008	0.004	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.035	0.034	0.012	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.138	0.134	0.048	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	0.549	0.552	0.187	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	2.203	2.194				
	冒泡排序: 正确	选择排序: 正确	快速排序：由于递归层次太深，可能导致栈溢出，故跳过。			
						
数据类型: i (完全逆序)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.002	0.002	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.01	0.006	0.003	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.046	0.025	0.013	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.18	0.099	0.05	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	0.702	0.39	0.195	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	2.811	1.568				
	冒泡排序: 正确	选择排序: 正确	快速排序：由于递归层次太深，可能导致栈溢出，故跳过。			
						
数据类型: d (正态分布)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.005	0.002	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.021	0.009	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.111	0.033	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.485	0.13	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	2.172	0.523	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	9.12	2.068	0.006	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
						
数据类型: d (均匀分布)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0.001	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.004	0.002	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.02	0.009	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.108	0.033	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.505	0.131	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	2.195	0.532	0.003	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	9.129	2.075	0.005	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
						
数据类型: d (完全顺序)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0	0.001	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.004	0.002	0.003	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.017	0.007	0.01	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.068	0.034	0.038	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.263	0.14	0.15	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	1.044	0.548	0.596	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	4.195	2.146				
	冒泡排序: 正确	选择排序: 正确	快速排序：由于递归层次太深，可能导致栈溢出，故跳过。			
						
数据类型: d (完全逆序)						
	冒泡排序	选择排序	快速排序			
1024	0.001	0.001	0	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
2048	0.004	0.002	0.002	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
4096	0.014	0.009	0.008	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
8192	0.055	0.034	0.032	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
16384	0.227	0.143	0.131	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
32768	0.91	0.567	0.517	冒泡排序: 正确	选择排序: 正确	快速排序: 正确
65536	3.675	2.245				
	冒泡排序: 正确	选择排序: 正确	快速排序：由于递归层次太深，可能导致栈溢出，故跳过。			
						
"原始数据分布: 正态分布, 数据类型 = 5Score"						
1024	0.002	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000222 405 83 80 91 82 69					
	00000645 403 77 86 79 78 83					
	00000406 402 86 77 84 72 83					
	00000886 400 84 77 86 72 81					
	00000869 399 77 87 71 84 80					
	00000055 398 81 81 70 81 85					
	00001016 396 77 89 80 70 80					
	00000980 396 77 81 83 78 77					
	00000904 396 79 86 79 79 73					
	00000488 395 76 79 87 83 70					
1024	0.001	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000222 405 83 80 91 82 69					
	00000645 403 77 86 79 78 83					
	00000406 402 86 77 84 72 83					
	00000886 400 84 77 86 72 81					
	00000869 399 77 87 71 84 80					
	00000055 398 81 81 70 81 85					
	00000980 396 77 81 83 78 77					
	00000904 396 79 86 79 79 73					
	00001016 396 77 89 80 70 80					
	00000488 395 76 79 87 83 70					
1024	0	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000222 405 83 80 91 82 69					
	00000645 403 77 86 79 78 83					
	00000406 402 86 77 84 72 83					
	00000886 400 84 77 86 72 81					
	00000869 399 77 87 71 84 80					
	00000055 398 81 81 70 81 85					
	00000980 396 77 81 83 78 77					
	00000904 396 79 86 79 79 73					
	00001016 396 77 89 80 70 80					
	00000488 395 76 79 87 83 70					
2048	0.008	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000370 405 82 84 79 78 82					
	00000317 401 74 81 84 78 84					
	00000602 399 73 94 80 79 73					
	00001682 398 72 84 87 81 74					
	00001193 398 84 78 76 83 77					
	00002047 397 74 83 72 80 88					
	00000933 397 84 71 81 76 85					
	00000344 397 82 74 82 80 79					
	00001767 396 72 83 82 76 83					
	00001140 395 76 76 87 82 74					
2048	0.002	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000370 405 82 84 79 78 82					
	00000317 401 74 81 84 78 84					
	00000602 399 73 94 80 79 73					
	00001193 398 84 78 76 83 77					
	00001682 398 72 84 87 81 74					
	00002047 397 74 83 72 80 88					
	00000344 397 82 74 82 80 79					
	00000933 397 84 71 81 76 85					
	00001767 396 72 83 82 76 83					
	00001140 395 76 76 87 82 74					
2048	0.001	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000370 405 82 84 79 78 82					
	00000317 401 74 81 84 78 84					
	00000602 399 73 94 80 79 73					
	00001682 398 72 84 87 81 74					
	00001193 398 84 78 76 83 77					
	00002047 397 74 83 72 80 88					
	00000344 397 82 74 82 80 79					
	00000933 397 84 71 81 76 85					
	00001767 396 72 83 82 76 83					
	00001140 395 76 76 87 82 74					
4096	0.035	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00001978 409 78 88 78 83 82					
	00000126 409 70 93 76 90 80					
	00003249 408 76 90 76 83 83					
	00001961 407 83 83 79 80 82					
	00001691 400 84 72 72 82 90					
	00000947 399 74 79 76 86 84					
	00000421 399 86 75 74 88 76					
	00003315 398 89 79 75 82 73					
	00002737 398 80 76 88 80 74					
	00001877 398 78 79 78 84 79					
4096	0.008	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00000126 409 70 93 76 90 80					
	00001978 409 78 88 78 83 82					
	00003249 408 76 90 76 83 83					
	00001961 407 83 83 79 80 82					
	00001691 400 84 72 72 82 90					
	00000947 399 74 79 76 86 84					
	00000421 399 86 75 74 88 76					
	00001877 398 78 79 78 84 79					
	00002737 398 80 76 88 80 74					
	00000900 398 90 85 67 68 88					
4096	0	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00001978 409 78 88 78 83 82					
	00000126 409 70 93 76 90 80					
	00003249 408 76 90 76 83 83					
	00001961 407 83 83 79 80 82					
	00001691 400 84 72 72 82 90					
	00000947 399 74 79 76 86 84					
	00000421 399 86 75 74 88 76					
	00000900 398 90 85 67 68 88					
	00001877 398 78 79 78 84 79					
	00003315 398 89 79 75 82 73					
8192	0.154	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00003866 412 80 79 94 67 92					
	00007715 409 91 86 75 77 80					
	00005391 408 75 91 81 85 76					
	00005537 406 78 89 78 80 81					
	00000626 406 84 72 82 85 83					
	00000053 405 81 73 81 86 84					
	00007518 404 87 80 77 85 75					
	00000401 403 93 77 78 73 82					
	00003956 402 76 82 84 84 76					
	00002262 402 82 85 84 72 79					
8192	0.027	选择排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00003866 412 80 79 94 67 92					
	00007715 409 91 86 75 77 80					
	00005391 408 75 91 81 85 76					
	00000626 406 84 72 82 85 83					
	00005537 406 78 89 78 80 81					
	00000053 405 81 73 81 86 84					
	00007518 404 87 80 77 85 75					
	00000401 403 93 77 78 73 82					
	00002262 402 82 85 84 72 79					
	00003956 402 76 82 84 84 76					
8192	0.002	快速排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00003866 412 80 79 94 67 92					
	00007715 409 91 86 75 77 80					
	00005391 408 75 91 81 85 76					
	00000626 406 84 72 82 85 83					
	00005537 406 78 89 78 80 81					
	00000053 405 81 73 81 86 84					
	00007518 404 87 80 77 85 75					
	00000401 403 93 77 78 73 82					
	00003956 402 76 82 84 84 76					
	00002262 402 82 85 84 72 79					
16384	0.678	冒泡排序: 正确				
	倒序输出部分数据（即总分前若干名的数据）					
	 学 号  总分 语 数 外 理 化					
	00002927 413 80 77 85 86 85					
	00004378 410 78 76 83 86 87					
	00004615 407 82 85 78 81 81					
	00007169 405 84 86 77 84 74					
	00004556 405 89 73 79 78 86					
	00001154 405 92 83 81 70 79					
	00010457 404 87 84 81 76 76					
	00012868 403 80 79 84 93 67					
